Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,tagline_compound,tagline_neutral,tagline_negative,tagline_positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,overview,overview_positive,overview_negative,overview_neutral,overview_compound,overview_processes,Personal Growth Drama,Group Conflict,Mission-Driven Thriller,Small-Town Heroism
The Secret of Roan Inish,1994,1.0,63,0,0,1,0,5700000.0,6160000.0,103.0,Between land and sea there is a place where myths are real.,1.080701754385965,59805.82524271845,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,PG,"Ten-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie – a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.",0.017,0.043,0.94,-0.4215,ten-year-old fiona is sent to live with her grandparents in a small fishing village in donegal ireland she soon learns the local legend that an ancestor of hers married a selkie – a seal who can turn into a human years earlier her baby brother was washed out to sea and never seen again so when fiona spies a naked little boy on the abandoned isle of roan inish she is compelled to investigate,0.0,0.5941706299781799,0.0,0.3931179940700531
The Shaggy Dog,1959,0.0,58,0,0,0,1,1250000.0,17658000.0,104.0,"""I was a Teen-age boy!""",14.1264,169788.46153846153,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,G,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",0.0,0.097,0.903,-0.4767,through an ancient spell a boy changes into a sheepdog and back again it seems to happen at inopportune times and the spell can only be broken by an act of bravery,0.01759212091565132,0.9475390315055847,0.01738036796450615,0.01748853363096714
The Shape of Water,2017,21.0,82,0,1,0,0,19500000.0,195300000.0,123.0,A Fairy Tale for Troubled Times,10.015384615384615,1587804.8780487804,-0.4588,0.571,0.429,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,R,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",0.185,0.084,0.731,0.5719,an other-worldly story set against the backdrop of cold war era america circa 1962 where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape,0.011349492706358433,0.01127786748111248,0.9656815528869629,0.011691096238791943
The Simpsons Movie,2007,28.0,78,0,0,0,1,75000000.0,527068851.0,87.0,See our family. And feel better about yours.,7.02758468,6058262.655172414,0.4404,0.707,0.0,0.293,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG-13,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",0.0,0.211,0.789,-0.6808,after homer accidentally pollutes the town's water supply springfield is encased in a gigantic dome by the epa and the simpsons are declared fugitives,0.01713065430521965,0.01699681580066681,0.9487453103065491,0.01712724007666111
The Sisters Brothers,2018,47.0,72,0,1,0,0,38000000.0,13143056.0,121.0,Make a killing. Make a living.,0.3458698947368421,108620.29752066116,-0.6597,0.405,0.595,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,R,"Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",0.118,0.071,0.811,0.2263,oregon 1851 hermann kermit warm a chemist and aspiring gold prospector keeps a profitable secret that the commodore wants to know so he sends the sisters brothers two notorious assassins to capture him on his way to california,0.010844658128917217,0.9674786925315857,0.010755394585430622,0.010921241715550423
The Sitter,2011,21.0,66,0,1,0,0,25000000.0,34942188.0,81.0,Worst. Babysitter. Ever.,1.39768752,431385.037037037,-0.6249,0.328,0.672,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",0.059,0.039,0.903,0.3716,noah is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter he's reluctant to take a sitting gig; he'd rather well be doing anything else especially if it involves slacking when noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city to hook up with her noah takes to the streets but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord,0.0,0.0,0.9813601970672607,0.0
The Skeleton Key,2005,0.0,72,0,1,0,0,43000000.0,93983911.0,104.0,Fearing is believing.,2.185672348837209,903691.4519230768,-0.5719,0.351,0.649,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,PG-13,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,0.0,0.0,1.0,0.0,a hospice nurse working at a spooky new orleans plantation home finds herself entangled in a mystery involving the house's dark past,0.669011652469635,0.2951015830039978,0.017964597791433334,0.017922190949320793
The Smurfs,2011,13.0,67,1,0,0,0,110000000.0,563749323.0,103.0,Smurf happens.,5.124993845454545,5473294.398058252,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",0.0,0.099,0.901,-0.7506,when the evil wizard gargamel chases the tiny blue smurfs out of their village they tumble from their magical world and into ours -- in fact smack dab in the middle of central park just three apples high and stuck in the big apple the smurfs must find a way to get back to their village before gargamel tracks them down,0.0,0.9747925400733948,0.0,0.0
The Smurfs 2,2013,18.0,64,1,0,0,0,105000000.0,347434178.0,105.0,Get ready to get naughty!,3.308896933333333,3308896.933333333,0.4199,0.589,0.0,0.411,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",0.255,0.052,0.693,0.9898,the evil wizard gargamel creates a couple of mischievous smurf-like creatures called the naughties that he hopes will let him harness the all-powerful magical smurf-essence but when he discovers that only a real smurf can give him what he wants and only a secret spell that smurfette knows can turn the naughties into real smurfs gargamel kidnaps smurfette and brings her to paris where he has been winning the adoration of millions as the world¹s greatest sorcerer it's up to papa clumsy grouchy and vanity to return to our world reunite with their human friends patrick and grace winslow and rescue her will smurfette who has always felt different from the other smurfs find a new connection with the naughties vexy and hackus or will the smurfs convince her that their love for her is true blue,0.0,0.988663375377655,0.0,0.0
The Social Network,2010,66.0,84,1,1,0,0,40000000.0,224920315.0,121.0,You don't get to 500 million friends without making a few enemies.,5.623007875,1858845.578512397,0.6935,0.611,0.0,0.389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",0.154,0.026,0.819,0.8807,in 2003 harvard undergrad and computer programmer mark zuckerberg begins work on a new concept that eventually turns into the global social network known as facebook six years later mark is one of the youngest billionaires ever but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits one involving his former friend,0.0,0.9790316820144653,0.0,0.0
The Soloist,2009,12.0,68,0,1,0,0,60000000.0,38332994.0,109.0,Life has a mind of its own,0.6388832333333333,351678.84403669724,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",0.0,0.0,1.0,0.0,a los angeles journalist befriends a homeless juilliard-trained musician while looking for a new article for the paper,0.02185421995818615,0.021417587995529175,0.9351210594177246,0.021607208997011185
The Sorcerer's Apprentice,2010,15.0,71,0,0,0,1,150000000.0,215300000.0,109.0,It's the coolest job ever.,1.4353333333333331,1975229.3577981647,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",0.024,0.124,0.851,-0.7319,balthazar blake is a master sorcerer in modern-day manhattan trying to defend the city from his arch-nemesis maxim horvath balthazar can't do it alone so he recruits dave stutler a seemingly average guy who demonstrates hidden potential as his reluctant protégé the sorcerer gives his unwilling accomplice a crash course in the art and science of magic and together these unlikely partners work to stop the forces of darkness,0.0,0.3117622137069702,0.4879174530506134,0.19430899620056152
