Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,compound,neutral,negative,positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,title,tmdb_id,overview,status
Gnomeo & Juliet,2011,15.0,67,0,0,0,1,36000000.0,189712432.0,84.0,A little adventure goes a lawn way.,5.269789777777778,2258481.333333333,0.2516,0.666,0.0,0.334,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,Gnomeo & Juliet,45772,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",success
Go! Go! Cory Carson: The Chrissy,2020,0.0,39,1,0,0,0,50000.0,34.0,42.0,"Talent Shows, Sisters and Automobiles",0.00068,0.8095238095238095,0.4215,0.588,0.0,0.412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,Go! Go! Cory Carson: The Chrissy,696048,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.",success
Golmaal - Fun Unlimited,2006,0.0,58,0,0,1,0,1800000.0,4900000.0,150.0,Fun Unlimited,2.7222222222222223,32666.666666666668,0.5106,0.233,0.0,0.767,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Golmaal - Fun Unlimited,19670,Four runaway cons take shelter in a bungalow owned by an old blind couple.,success
Gone Girl,2014,62.0,87,0,1,0,0,61000000.0,370890259.0,149.0,You don't know what you've got 'til it's...,6.080168180327869,2489196.3691275166,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,R,Gone Girl,210577,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",success
Good Burger,1997,7.0,64,1,0,0,0,8500000.0,23712993.0,95.0,A comedy with everything on it.,2.789763882352941,249610.45263157896,0.3612,0.615,0.0,0.385,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Good Burger,14817,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,success
Good Deeds,2012,12.0,57,0,1,0,0,14000000.0,35579177.0,129.0,Wesley Deeds is about to discover the person he was meant to be.,2.5413697857142856,275807.57364341087,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Good Deeds,62008,"For all his life, wealthy businessman Wesley Deeds has done what's expected of him and has settled into a predictable routine. His scripted life begins to change, however, when he meets Lindsey Wakefield, a struggling single mother who works as a night janitor for his corporation and has just been evicted. He offers to help Lindsey get back on her feet and, though he's already engaged, romantic sparks begin to fly. Suddenly, he finds himself torn between what is expected of him and what he really wants.",success
Good Time,2017,236.0,77,1,0,0,0,2000000.0,3283369.0,102.0,Are you ready for a Good Time?,1.6416845,32189.892156862745,0.6597,0.426,0.0,0.574,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Good Time,429200,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",success
Goon,2012,5.0,71,0,0,1,0,12000000.0,6985158.0,92.0,"Meet Doug, the nicest guy you'll ever fight.",0.5820965,75925.63043478261,0.1531,0.508,0.22,0.271,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Goon,74387,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",success
Gotti,2018,5.0,58,0,0,1,0,10000000.0,4343227.0,106.0,He showed the world who's boss.,0.4343227,40973.83962264151,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,R,Gotti,339103,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence.",success
Grandmaster,2012,0.0,53,1,0,0,0,120000.0,130000.0,130.0,Anything can happen before the next move,1.0833333333333333,1000.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown,Grandmaster,105506,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.",success
Graveyard Shift,1990,3.0,59,0,1,0,0,10500000.0,11582891.0,89.0,Stephen King took you to the edge with The Shining and Pet Sematary. This time... he pushes you over.,1.1031324761904762,130144.84269662922,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,Graveyard Shift,19158,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.",success
Green Lantern,2011,19.0,72,0,0,1,0,200000000.0,219851172.0,114.0,In brightest day. In blackest night.,1.09925586,1928519.0526315789,0.6124,0.556,0.0,0.444,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,PG-13,Green Lantern,44912,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",success
Green Zone,2010,22.0,75,1,0,1,0,100000000.0,94882889.0,115.0,Chief Warrant Officer Roy Miller is done following orders,0.94882889,825068.6,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,R,Green Zone,22972,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",success
Gretel & Hansel,2020,1.0,65,0,1,0,0,5000000.0,22304357.0,87.0,A grim fairy tale.,4.4608714,256371.9195402299,-0.5719,0.351,0.649,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,PG-13,Gretel & Hansel,542224,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",success
Gringo,2018,4.0,65,0,0,1,0,10000000.0,11001627.0,111.0,"An American corporation, the Mexican cartel, chances are this won't end well.",1.1001627,99113.75675675676,-0.0036,0.735,0.133,0.132,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Gringo,340022,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,success
Grudge Match,2013,4.0,66,0,1,0,0,40000000.0,44907260.0,113.0,Stallone vs DeNiro,1.1226815,397409.38053097343,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Grudge Match,64807,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,success
Guardians of the Galaxy,2014,27.0,89,0,0,0,1,170000000.0,772776600.0,121.0,"When things get bad, they'll do their worst.",4.545744705882353,6386583.47107438,-0.8225,0.441,0.559,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG-13,Guardians of the Galaxy,118340,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",success
Guardians of the Galaxy Vol. 2,2017,16.0,85,0,0,0,1,200000000.0,863756051.0,137.0,Anyone can save the galaxy once.,4.318780255,6304788.693430657,0.4939,0.61,0.0,0.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG-13,Guardians of the Galaxy Vol. 2,283995,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,success
Guess Who's Coming to Dinner,1967,0.0,73,0,0,1,0,4000000.0,56666667.0,108.0,A love story of today.,14.16666675,524691.3611111111,0.6369,0.417,0.0,0.583,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,Guess Who's Coming to Dinner,1879,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,success
Gully Boy,2019,0.0,91,0,0,1,0,5782853.0,28299498.0,156.0,Apna Time Aayega!,4.893691401112911,181407.03846153847,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Unknown,Gully Boy,491625,A coming-of-age story based on the lives of street rappers in Mumbai.,success
Gundala,2019,0.0,57,0,1,0,0,1863258.0,4223384.0,123.0,This nation needs a patriot.,2.2666662373112043,34336.455284552845,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,Gundala,516700,"Sancaka has lived on the streets since his parents left him. Living a hard life, Sancaka survives by thinking about his own safety. When the condition of the city gets worse and injustice rages throughout the country, Sancaka must decide whether he continues to live to look after himself or rise to become their oppressed hero.",success
Gunpowder Milkshake,2021,2.0,73,1,0,0,0,30000000.0,1015760.0,114.0,Revenge is best served ice cold.,0.0338586666666666,8910.17543859649,0.2023,0.345,0.293,0.362,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Gunpowder Milkshake,574060,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",success
Guns Akimbo,2020,1.0,74,0,0,1,0,15000000.0,835102.0,98.0,Get loaded.,0.0556734666666666,8521.448979591836,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Guns Akimbo,457335,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",success
Guru,2007,11.0,83,1,0,0,0,4700000.0,31000000.0,166.0,"Think big, think ahead and think fast.",6.595744680851064,186746.98795180724,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Guru,15772,"A villager, Gurukant Desai, arrives in Bombay in 1958, and rises from its streets to become the biggest tycoon in India.",success
Guys and Dolls,1955,0.0,66,0,0,1,0,5500000.0,6874673.0,149.0,It's a living breathing doll of a musical!,1.2499405454545454,46138.74496644295,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,Guys and Dolls,4825,"Gambler Nathan Detroit has few options for the location of his big craps game. Needing $1,000 to pay a garage owner to host the game, Nathan bets Sky Masterson that Sky cannot get virtuous Sarah Brown out on a date. Despite some resistance, Sky negotiates a date with her in exchange for bringing people into her mission. Meanwhile, Nathan's longtime fiancée, Adelaide, wants him to go legit and marry her.",success
Hachi: A Dog's Tale,2009,0.0,81,1,0,0,0,16000000.0,46800000.0,93.0,"A true story of faith, devotion and undying love.",2.925,503225.8064516129,0.9153,0.238,0.0,0.762,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,G,Hachi: A Dog's Tale,28178,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,success
"Hail, Caesar!",2016,18.0,72,1,0,0,0,22000000.0,63647656.0,106.0,Lights. Camera. Abduction.,2.893075272727273,600449.5849056604,-0.5859,0.345,0.655,0.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,"Hail, Caesar!",270487,"When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",success
Half Girlfriend,2017,0.0,55,1,0,0,0,7445000.0,12805400.0,135.0,"More Than A Friend,  Lesser Than A Girlfriend",1.72,94854.81481481482,0.539,0.59,0.0,0.41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG,Half Girlfriend,413884,"A boy meets a girl named Riya and falls in love. After struggling to convince her to be his girlfriend, she half-heartedly agrees to be his `half-girlfriend'.",success
Hamilton,2020,22.0,81,0,0,0,1,12500000.0,20659643.0,160.0,Experience the original Broadway production.,1.65277144,129122.76875,0.3182,0.635,0.0,0.365,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,Hamilton,556574,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",success
Hancock,2008,29.0,77,0,1,0,0,150000000.0,629400000.0,92.0,There are heroes. There are superheroes. And then there's Hancock.,4.196,6841304.347826087,0.5106,0.732,0.0,0.268,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,Hancock,8960,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",success
Hannah Montana: The Movie,2009,18.0,61,0,0,0,1,35000000.0,155545279.0,102.0,"She has the best of both worlds... Now, she has to choose just one.",4.444150828571429,1524953.7156862745,0.6369,0.756,0.0,0.244,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,G,Hannah Montana: The Movie,18126,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet niblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana.",success
Hannibal Rising,2007,8.0,71,0,1,0,0,75000000.0,82169884.0,121.0,It started with revenge.,1.0955984533333334,679089.9504132231,-0.5267,0.469,0.531,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,R,Hannibal Rising,1248,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a medical student he hones his appetite for the kill.",success
Hansel & Gretel: Witch Hunters,2013,7.0,74,0,1,0,0,50000000.0,226349749.0,88.0,Revenge is sweeter than candy.,4.52699498,2572156.238636364,-0.5267,0.541,0.459,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,R,Hansel & Gretel: Witch Hunters,60304,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",success
Hard Candy,2005,0.0,75,0,0,1,0,950000.0,7000000.0,104.0,Strangers shouldn't talk to little girls.,7.368421052631579,67307.69230769231,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Hard Candy,2652,"Hayley’s a smart, charming teenage girl. Jeff’s a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff’s place. Jeff thinks it’s his lucky night. He’s in for a surprise.",success
Hard Eight,1996,15.0,72,0,0,1,0,3000000.0,222559.0,102.0,"If you stay in the game long enough, you'll see everything, win everything, and lose everything.",0.0741863333333333,2181.950980392157,0.2732,0.683,0.132,0.185,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Hard Eight,8052,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,success
